Date,Open,High,Low,Close,AdjClose,Volume
2024-01-08,100.389999,100.389999,100.379997,100.389999,89.98291,2867500
2024-01-09,100.400002,100.400002,100.389999,100.400002,89.991882,2419800
2024-01-10,100.419998,100.419998,100.410004,100.419998,90.009834,1961400
2024-01-11,100.459999,100.480003,100.459999,100.480003,90.063606,3164900
2024-01-12,100.480003,100.489998,100.480003,100.489998,90.072556,2557900
2024-01-16,100.510002,100.510002,100.5,100.5,90.081512,2713000
2024-01-17,100.519997,100.519997,100.510002,100.510002,90.090492,2317700
2024-01-18,100.559998,100.559998,100.550003,100.550003,90.126358,2672000
2024-01-19,100.57,100.580002,100.559998,100.580002,90.153244,3630100
2024-01-22,100.595001,100.599998,100.580002,100.589996,90.162193,4307000
2024-01-23,100.599998,100.610001,100.599998,100.610001,90.18013,2066200
2024-01-24,100.610001,100.620003,100.610001,100.620003,90.189095,3441600
2024-01-25,100.650002,100.669998,100.650002,100.669998,90.233902,2426000
2024-01-26,100.68,100.68,100.669998,100.669998,90.233902,2059100
2024-01-29,100.690002,100.699997,100.68,100.68,90.242867,2914400
2024-01-30,100.699997,100.709999,100.699997,100.709999,90.269775,3741000
2024-01-31,100.709999,100.720001,100.709999,100.709999,90.269775,5171300
2024-02-01,100.32,100.32,100.309998,100.309998,90.321968,7038600
2024-02-02,100.32,100.32,100.309998,100.32,90.330986,3864800
2024-02-05,100.339996,100.339996,100.330002,100.339996,90.348984,3969400
2024-02-06,100.349998,100.360001,100.339996,100.349998,90.357994,2167300
2024-02-07,100.370003,100.370003,100.360001,100.370003,90.375992,2621200
2024-02-08,100.400002,100.419998,100.400002,100.400002,90.403008,3838700
2024-02-09,100.419998,100.43,100.415001,100.43,90.430031,3232500
2024-02-12,100.440002,100.449997,100.43,100.43,90.430031,2792700
2024-02-13,100.449997,100.449997,100.440002,100.449997,90.448021,3009000
2024-02-14,100.470001,100.470001,100.459999,100.470001,90.466049,2614100
2024-02-15,100.529999,100.529999,100.519997,100.519997,90.511078,2577800
2024-02-16,100.540001,100.540001,100.529999,100.529999,90.520096,2920700
2024-02-20,100.550003,100.559998,100.540001,100.550003,90.538086,3268600
2024-02-21,100.57,100.580002,100.559998,100.559998,90.547073,2302700
2024-02-22,100.599998,100.610001,100.599998,100.599998,90.583115,2452200
2024-02-23,100.629997,100.629997,100.620003,100.629997,90.610146,2010100
2024-02-26,100.639999,100.650002,100.639999,100.639999,90.619125,2645100
2024-02-27,100.660004,100.660004,100.650002,100.660004,90.637146,2360300
2024-02-28,100.660004,100.669998,100.660004,100.669998,90.646141,4526200
2024-02-29,100.699997,100.709999,100.699997,100.699997,90.673126,5560200
2024-03-01,100.32,100.32,100.309998,100.32,90.700272,7579200
2024-03-04,100.330002,100.339996,100.330002,100.330002,90.709312,3613500
2024-03-05,100.339996,100.349998,100.339996,100.339996,90.718323,3905300
2024-03-06,100.360001,100.370003,100.349998,100.360001,90.736435,2760000
2024-03-07,100.410004,100.410004,100.400002,100.410004,90.781647,2415500
2024-03-08,100.43,100.43,100.410004,100.419998,90.79068,3748900
2024-03-11,100.440002,100.440002,100.43,100.440002,90.808769,3238400
2024-03-12,100.449997,100.459999,100.449997,100.449997,90.817795,2613300
2024-03-13,100.459999,100.470001,100.459999,100.459999,90.826859,2249300
2024-03-14,100.5,100.510002,100.5,100.5,90.863014,3469600
2024-03-15,100.519997,100.519997,100.510002,100.519997,90.881111,3277300
2024-03-18,100.540001,100.540001,100.529999,100.529999,90.890137,3576200
2024-03-19,100.559998,100.559998,100.550003,100.550003,90.908211,2661900
2024-03-20,100.559998,100.57,100.559998,100.559998,90.917252,2492700
2024-03-21,100.599998,100.610001,100.599998,100.599998,90.953415,3547400
2024-03-22,100.629997,100.629997,100.610001,100.620003,90.971512,2636700
2024-03-25,100.639999,100.650002,100.639999,100.639999,90.989578,2422900
2024-03-26,100.650002,100.660004,100.650002,100.650002,90.998634,3181700
2024-03-27,100.709999,100.709999,100.699997,100.699997,91.043808,2990800
2024-03-28,100.720001,100.720001,100.709999,100.709999,91.052872,5425800
2024-04-01,100.300003,100.300003,100.290001,100.290001,91.080116,7395400
2024-04-02,100.309998,100.309998,100.300003,100.309998,91.098267,4202900
2024-04-03,100.32,100.330002,100.32,100.32,91.107346,4333600
2024-04-04,100.360001,100.370003,100.360001,100.370003,91.152771,3427500
2024-04-05,100.389999,100.389999,100.379997,100.379997,91.161858,3104200
2024-04-08,100.400002,100.400002,100.389999,100.400002,91.18,3511400
2024-04-09,100.410004,100.410004,100.400002,100.410004,91.189087,3578500
2024-04-10,100.419998,100.43,100.410004,100.43,91.20726,3893100
2024-04-11,100.459999,100.470001,100.459999,100.470001,91.243584,3521100
2024-04-12,100.480003,100.480003,100.470001,100.480003,91.252678,4235400
2024-04-15,100.489998,100.5,100.489998,100.5,91.270828,4144700
2024-04-16,100.510002,100.519997,100.5,100.5,91.270828,4850000
2024-04-17,100.529999,100.529999,100.519997,100.529999,91.29808,3688400
2024-04-18,100.57,100.57,100.559998,100.559998,91.325325,3235600
2024-04-19,100.589996,100.589996,100.57,100.589996,91.352554,3319500
2024-04-22,100.599998,100.599998,100.589996,100.599998,91.361649,3547400
2024-04-23,100.610001,100.620003,100.599998,100.610001,91.370728,4233300
2024-04-24,100.629997,100.629997,100.620003,100.620003,91.379837,3200000
2024-04-25,100.669998,100.669998,100.660004,100.669998,91.425217,2705900
2024-04-26,100.68,100.690002,100.68,100.690002,91.44339,3008600
2024-04-29,100.699997,100.699997,100.690002,100.690002,91.44339,2501900
2024-04-30,100.699997,100.709999,100.699997,100.699997,91.452461,6488000
2024-05-01,100.309998,100.309998,100.300003,100.309998,91.487099,8406600
2024-05-02,100.349998,100.349998,100.339996,100.349998,91.523613,4369600
2024-05-03,100.360001,100.370003,100.349998,100.370003,91.541847,4792400
2024-05-06,100.370003,100.379997,100.370003,100.379997,91.550972,3623700
2024-05-07,100.389999,100.389999,100.379997,100.379997,91.550972,3591500
2024-05-08,100.400002,100.410004,100.389999,100.410004,91.578316,3109400
2024-05-09,100.445,100.449997,100.440002,100.440002,91.605705,2739600
2024-05-10,100.470001,100.470001,100.449997,100.470001,91.633049,3005800
2024-05-13,100.480003,100.480003,100.470001,100.480003,91.642166,3317000
2024-05-14,100.489998,100.489998,100.480003,100.480003,91.642166,2765800
2024-05-15,100.5,100.510002,100.5,100.5,91.660408,4228600
2024-05-16,100.550003,100.559998,100.540001,100.550003,91.706024,3699500
2024-05-17,100.57,100.57,100.559998,100.559998,91.715141,4544200
2024-05-20,100.580002,100.580002,100.57,100.57,91.724266,3341000
2024-05-21,100.589996,100.599998,100.589996,100.589996,91.742485,3774900
2024-05-22,100.610001,100.610001,100.599998,100.599998,91.75161,2609000
2024-05-23,100.660004,100.669998,100.660004,100.669998,91.815453,3077800
2024-05-24,100.68,100.68,100.669998,100.68,91.824593,2512800
2024-05-28,100.68,100.690002,100.68,100.690002,91.833702,3684600
2024-05-29,100.699997,100.699997,100.690002,100.690002,91.833702,3971700
2024-05-30,100.709999,100.720001,100.709999,100.709999,91.851929,3566800
2024-05-31,100.739998,100.75,100.739998,100.75,91.888412,7082900
2024-06-03,100.330002,100.339996,100.330002,100.330002,91.906746,9568200
2024-06-04,100.349998,100.349998,100.339996,100.349998,91.925056,5355900
2024-06-05,100.360001,100.370003,100.360001,100.370003,91.94339,4285300
2024-06-06,100.379997,100.379997,100.370003,100.370003,91.94339,3376100
2024-06-07,100.419998,100.419998,100.410004,100.410004,91.980019,3490400
2024-06-10,100.440002,100.440002,100.43,100.43,91.998352,2732300
2024-06-11,100.449997,100.449997,100.440002,100.449997,92.016663,3320000
2024-06-12,100.459999,100.470001,100.449997,100.470001,92.034988,5355700
2024-06-13,100.480003,100.489998,100.470001,100.480003,92.044151,3925700
2024-06-14,100.519997,100.529999,100.510002,100.529999,92.089935,3505500
2024-06-17,100.540001,100.540001,100.529999,100.540001,92.099113,3493700
2024-06-18,100.57,100.57,100.559998,100.57,92.126587,2972000
2024-06-20,100.580002,100.589996,100.580002,100.580002,92.135765,3580700
2024-06-21,100.620003,100.629997,100.620003,100.620003,92.172409,3460900
2024-06-24,100.639999,100.639999,100.629997,100.629997,92.181557,3369500
2024-06-25,100.650002,100.650002,100.639999,100.650002,92.199867,3561700
2024-06-26,100.661003,100.669998,100.660004,100.660004,92.209061,4815500
2024-06-27,100.68,100.68,100.669998,100.669998,92.218193,3349900
2024-06-28,100.709999,100.720001,100.709999,100.709999,92.254837,7427800
2024-07-01,100.309998,100.309998,100.300003,100.309998,92.290703,9965300
2024-07-02,100.32,100.32,100.309998,100.32,92.299934,5720900
2024-07-03,100.349998,100.349998,100.339996,100.349998,92.327515,3986000
2024-07-05,100.379997,100.389999,100.379997,100.389999,92.364319,3742000
